Letter,Disease Name,URL,Symptoms,IsRare
A,Autoimmune hepatitis,https://www.mayoclinic.org/diseases-conditions/autoimmune-hepatitis/symptoms-causes/syc-20352153,"['Symptoms of autoimmune hepatitis vary from person to person and may come on suddenly. Some people have few, if any, recognized problems in the early stages of the disease, whereas others experience symptoms that may include:', 'Fatigue.', 'Belly discomfort.', 'Yellowing of the skin and whites of the eyes, called jaundice. Depending on skin color, this change may be harder or easier to see.', 'An enlarged liver.', 'Irregular blood vessels on the skin, called spider angiomas.', 'Skin rash.', 'Joint pain.', 'Loss of menstrual periods.', 'Make an appointment with a healthcare professional if you have any symptoms that worry you.']",0
A,Autoimmune pancreatitis,https://www.mayoclinic.org/diseases-conditions/autoimmune-pancreatitis/symptoms-causes/syc-20369800,"[""Autoimmune pancreatitis, also called AIP, is difficult to diagnose. Often, it doesn't cause any symptoms. Symptoms of type 1AIPare like those of pancreatic cancer."", 'Pancreatic cancer symptoms can include:', 'Dark urine.', 'Pale stools or stools that float in the toilet.', 'Yellow skin and eyes, called jaundice.', 'Pain in your upper belly or middle part of your back.', 'Nausea and vomiting.', 'Weakness or extreme tiredness.', 'Loss of appetite or feelings of fullness.', 'Weight loss for no known reason.', 'The most common sign of type 1AIPis painless jaundice. About 80% of people with type 1AIPhave painless jaundice. This is caused by blocked bile ducts. People with type 2AIPcan have repeat episodes of acute pancreatitis. Pain in the upper abdomen, a common symptom of pancreatic cancer, is often absent in autoimmune pancreatitis.', 'Differences between type 1 and type 2AIPare:', 'In type 1AIP, the disease may affect other organs in addition to the pancreas. Type 2AIPaffects only the pancreas. Type 2 disease also is associated with another autoimmune condition called inflammatory bowel disease.', 'Type 1AIPmostly affects men in the sixth to seventh decade of life.', 'Type 2AIPaffects both men and women equally and has a younger age of onset compared with type 1AIP.', 'Type 1AIPis more likely to relapse after treatment is discontinued.', ""Autoimmune pancreatitis often doesn't cause any symptoms. See a healthcare professional, however, if you have unexplained weight loss, belly pain, jaundice or other symptoms that bother you."", 'There is a problem with\n                                information submitted for this request. Review/update the\n                                information highlighted below and resubmit the form.', 'Subscribe for free and receive your in-depth guide to\n                            digestive health, plus the latest on health innovations and news. You can unsubscribe at any\n                            time.Click here for an email preview.', 'ErrorEmail field is required', 'ErrorInclude a valid email address', 'We use the data you provide to deliver you the content you requested. To provide you with the most relevant and helpful information, we may combine your email and website data with other information we have about you. If you are a Mayo Clinic patient, we will only use your protected health information as outlined in ourNotice of Privacy Practices. You may opt out of email communications at any time by clicking on the unsubscribe link in the email.', 'Your in-depth digestive health guide will be in your inbox shortly. You will also receive\n                                emails from Mayo Clinic on the latest health news, research, and care.', 'If you don’t receive our email within 5 minutes, check your SPAM folder, then contact us\n                                atnewsletters@mayoclinic.com.', 'Please, try again in a couple of minutes']",0
A,Autonomic neuropathy,https://www.mayoclinic.org/diseases-conditions/autonomic-neuropathy/symptoms-causes/syc-20369829,"['Signs and symptoms of autonomic neuropathy depend on which nerves are damaged. They might include:', 'Dizziness and faintingwhen standing, caused by a sudden drop in blood pressure.', 'Urinary problems,such as difficulty starting urination, loss of bladder control, difficulty sensing a full bladder and inability to completely empty the bladder. Not being able to completely empty the bladder can lead to urinary tract infections.', 'Sexual difficulties,including problems achieving or maintaining an erection (erectile dysfunction) or ejaculation problems. In women, problems include vaginal dryness, low libido and difficulty reaching orgasm.', 'Difficulty digesting food,such as feeling full after a few bites of food, loss of appetite, diarrhea, constipation, abdominal bloating, nausea, vomiting, difficulty swallowing and heartburn. These problems are all due to changes in digestive function.', ""Inability to recognizelow blood sugar (hypoglycemia), because the warning signals, such as getting shaky, aren't there."", 'Sweating problems,such as sweating too much or too little. These problems affect the ability to regulate body temperature.', 'Sluggish pupil reaction,making it difficult to adjust from light to dark and seeing well when driving at night.', 'Exercise intolerance,which can occur if your heart rate stays the same instead of adjusting to your activity level.']",0
A,Avascular necrosis (osteonecrosis),https://www.mayoclinic.org/diseases-conditions/avascular-necrosis/symptoms-causes/syc-20369859,"[""Some people have no symptoms in the early stages of avascular necrosis. As the condition worsens, affected joints might hurt only when putting weight on them. Eventually, you might feel the pain even when you're lying down."", 'Pain can be mild or serious. It often develops gradually. Pain associated with avascular necrosis of the hip might center on the groin, thigh or buttock. Besides the hip, the shoulder, knee, hand and foot can be affected.', 'Some people develop avascular necrosis on both sides, such as in both hips or in both knees.']",0
B,Baby acne,https://www.mayoclinic.org/diseases-conditions/baby-acne/symptoms-causes/syc-20369880,"[""Baby acne is small, inflamed bumps on a baby's face, neck, back or chest. It often develops within 2 to 4 weeks of birth."", 'Many babies also develop tiny, pimple-like bumps on the face. These harmless spots are called milia. They disappear on their own within a few weeks.', 'Another condition that might be mistaken for baby acne is benign cephalic pustulosis (BCP), also called neonatal cephalic pustulosis. A bad reaction to yeast on the skin causes BCP.', 'None of these conditions is caused by the type of bacterium that causes acne in teens and adults.']",0
B,Back pain,https://www.mayoclinic.org/diseases-conditions/back-pain/symptoms-causes/syc-20369906,"['Back pain can range from a muscle ache to a shooting, burning or stabbing feeling. Also, the pain can radiate down a leg. Bending, twisting, lifting, standing or walking can make pain worse.', 'Most back pain improves over time with home treatment and self-care, often within a few weeks. Contact your healthcare professional for back pain that:', 'Lasts longer than a few weeks.', ""Is severe and doesn't improve with rest."", 'Spreads down one or both legs, especially if it goes below the knee.', 'Causes weakness, numbness, or tingling in one or both legs.', 'Is paired with unexplained weight loss.', 'In some people, back pain can signal a serious medical problem. This is rare, but seek immediate care for back pain that:', 'Causes new bowel or bladder problems.', 'Is accompanied by a fever.', 'Follows a fall, blow to the back or other injury.', 'Tailbone pain', 'There is a problem with\n                                information submitted for this request. Review/update the\n                                information highlighted below and resubmit the form.']",1
B,Bacterial vaginosis,https://www.mayoclinic.org/diseases-conditions/bacterial-vaginosis/symptoms-causes/syc-20352279,"['Symptoms of bacterial vaginosis include:', 'Thin, vaginal discharge that may be gray, white or green.', 'Foul-smelling, ""fishy"" vaginal odor.', 'Vaginal itching.', 'Burning during urination.', 'Many people with bacterial vaginosis have no symptoms.', 'Make an appointment to see a health care professional if:', 'Your vaginal discharge smells unusual and you have discomfort. Your doctor can help find the cause of your symptoms.', ""You've had vaginal infections before but your discharge seems different this time."", 'You have a new sex partner or different sex partners. Sometimes, the symptoms of a sexually transmitted infection (STI) are the same as those of bacterial vaginosis.', 'You thought you had a yeast infection but still have symptoms after self-treatment.', 'There is a problem with\r\n                                information submitted for this request. Review/update the\r\n                                information highlighted below and resubmit the form.']",0
B,Bad breath,https://www.mayoclinic.org/diseases-conditions/bad-breath/symptoms-causes/syc-20350922,"[""Bad breath odors vary, depending on the cause. Some people worry too much about their breath even though they have little or no mouth odor. Others have bad breath and don't know it. Because it's hard to know how your breath smells, ask a close friend or relative to confirm if you have bad breath."", 'If you have bad breath, review how you keep your mouth and teeth clean. Try making lifestyle changes, such as brushing your teeth and tongue after eating, using dental floss, and drinking plenty of water.', 'If you still have bad breath after making changes, see your dentist. If your dentist thinks a more serious condition is causing your bad breath, you may need to see another healthcare professional to find the cause of the odor.', 'There is a problem with\n                                information submitted for this request. Review/update the\n                                information highlighted below and resubmit the form.']",0
B,Bags under eyes,https://www.mayoclinic.org/diseases-conditions/bags-under-eyes/symptoms-causes/syc-20369927,"['Symptoms of bags under eyes can include:', 'Mild swelling', 'Saggy or loose skin', 'Dark circles', ""You may not like the way they look, but bags under eyes are usually harmless and don't require medical care. See your health care provider if the condition causes vision problems, irritation or headaches or is accompanied by skin rash."", 'Your health care provider will want to rule out other possible causes that can contribute to the swelling, such as thyroid disease, infection, connective tissue disease or an allergy. You may be referred to a health care provider who specializes in the eyes (ophthalmologist), plastic surgery or plastic surgery of the eyes (oculoplastic surgeon).']",1
B,Baker cyst,https://www.mayoclinic.org/diseases-conditions/bakers-cyst/symptoms-causes/syc-20369950,"['In some cases, a Baker cyst causes no pain, and you may not notice it. If you do have symptoms, they might include:', 'Swelling behind the knee, and sometimes in the leg', 'Knee pain', 'Stiffness and inability to fully flex the knee', ""The symptoms may be worse after you've been active or if you've been standing for a long time."", 'Seek medical attention if you have pain and swelling behind your knee. Though unlikely, these symptoms may be a sign of a blood clot in a leg vein.']",0
B,Balance problems,https://www.mayoclinic.org/diseases-conditions/balance-problems/symptoms-causes/syc-20350474,"['Signs and symptoms of balance problems include:', 'Sense of motion or spinning (vertigo)', 'Feeling of faintness or lightheadedness (presyncope)', 'Loss of balance or unsteadiness', 'Falling or feeling like you might fall', 'Feeling a floating sensation or dizziness', 'Vision changes, such as blurriness', 'Confusion', 'There is a problem with\n                                information submitted for this request. Review/update the\n                                information highlighted below and resubmit the form.']",0
B,Bardet-Biedl syndrome (BBS),https://www.mayoclinic.org/diseases-conditions/bardet-biedl-syndrome/symptoms-causes/syc-20586227,"['Symptoms of Bardet-Biedl syndrome develop slowly. The symptoms usually are noticed during the first 10 years of life, but sometimes later. Symptoms and when they begin can vary greatly among people with BBS. Some people may have only a few mild symptoms. Others may have many or more severe symptoms.', 'Symptoms that occur more often may include:', 'Having extra weight, starting in early childhood.', 'Poor eyesight, leading to vision loss.', 'Changes with how the kidneys develop and work.', 'Low hormone levels that cause changes in sex organ development, delayed puberty and changes in sexual function.', 'Extra fingers or toes, called polydactyly (pol-e-DAK-tuh-lee).', 'Changes that affect speaking, learning, thinking and memory.', 'Other symptoms may include:', 'Changes with the brain and nerves that may cause seizures or affect speech, walking, balance and coordination.', 'Changes that affect mood and behavior.', 'Medical conditions such as diabetes, high cholesterol, high blood pressure, sleep apnea and liver disease.', 'Changes related to thyroid hormone.', 'Digestive system conditions, such as inflammatory bowel disease or celiac disease.', 'Not being able to smell, a condition called anosmia.', 'Eye conditions, such as the eyes not focusing together, called strabismus, and clouding of the eye lens, called a cataract.', 'Needing to urinate often during the day and night.', 'Developmental symptoms may include:', 'Delays in growth and development.', 'Short height and short fingers or toes. Sometimes two fingers or toes are attached by extra skin called webbing.', 'Heart conditions present at birth.', 'Dental conditions, including small, short teeth and a small lower jaw.', ""Because Bardet-Biedl syndrome is a rare condition, it can sometimes be hard to spot. Symptoms vary greatly and may start several years after birth. If you have concerns about your child's growth and development, health, behavior, or mental health, talk with your healthcare professional. You also can ask for a referral to a specialist in conditions that affect hormones in children, called a pediatric endocrinologist."", 'If your family has a history of BBS, talk with your healthcare professional about genetic testing.']",1
B,Barrett's esophagus,https://www.mayoclinic.org/diseases-conditions/barretts-esophagus/symptoms-causes/syc-20352841,"[""The development of Barrett's esophagus is most often attributed to long-standingGERD, which may include these signs and symptoms:"", 'Frequent heartburn and regurgitation of stomach contents', 'Difficulty swallowing food', 'Less commonly, chest pain', ""Curiously, approximately half of the people diagnosed with Barrett's esophagus report little if any symptoms of acid reflux. So, you should discuss your digestive health with your doctor regarding the possibility of Barrett's esophagus."", ""If you've had trouble with heartburn, regurgitation and acid reflux for more than five years, then you should ask your doctor about your risk of Barrett's esophagus."", 'Seek immediate help if you:', 'Have chest pain, which may be a symptom of a heart attack', 'Have difficulty swallowing', 'Are vomiting red blood or blood that looks like coffee grounds', 'Are passing black, tarry or bloody stools', 'Are unintentionally losing weight', 'There is a problem with\n                                information submitted for this request. Review/update the\n                                information highlighted below and resubmit the form.']",0
B,Bartholin's cyst,https://www.mayoclinic.org/diseases-conditions/bartholin-cyst/symptoms-causes/syc-20369976,"[""If you have a small, noninfected Bartholin's cyst, you may not notice it. If the cyst grows, you might feel a lump or mass near your vaginal opening. Although a cyst is usually painless, it can be tender."", ""A full-blown infection of a Bartholin's cyst can occur in a matter of days. If the cyst becomes infected, you may experience:"", 'A tender, painful lump near the vaginal opening', 'Discomfort while walking or sitting', 'Pain during intercourse', 'Fever', ""A Bartholin's cyst or abscess typically occurs on only one side of the vaginal opening.""]",0
B,Basal cell carcinoma,https://www.mayoclinic.org/diseases-conditions/basal-cell-carcinoma/symptoms-causes/syc-20354187,"['Basal cell carcinoma usually develops on sun-exposed parts of your body, especially your head and neck. Less often, basal cell carcinoma can develop on parts of your body usually protected from the sun, such as the genitals.', ""Basal cell carcinoma appears as a change in the skin, such as a growth or a sore that won't heal. These changes in the skin (lesions) usually have one of the following characteristics:"", ""A shiny, skin-colored bumpthat's translucent, meaning you can see a bit through the surface. The bump can look pearly white or pink on white skin. On brown and Black skin, the bump often looks brown or glossy black. Tiny blood vessels might be visible, though they may be difficult to see on brown and Black skin. The bump may bleed and scab over."", 'A brown, black or blue lesion— or a lesion with dark spots — with a slightly raised, translucent border.', 'A flat, scaly patchwith a raised edge. Over time, these patches can grow quite large.', 'A white, waxy, scar-like lesionwithout a clearly defined border.']",0
B,B-cell lymphoma,https://www.mayoclinic.org/diseases-conditions/b-cell-lymphoma/symptoms-causes/syc-20586599,"['Symptoms of B-cell lymphomas vary depending on the type you have and what part of the body it affects. You may not have symptoms. When they happen, symptoms of B-cell lymphomas include:', 'Swollen lymph nodes in the neck, armpit and groin.', 'Fever.', 'Drenching night sweats.', 'Fatigue.', 'Weight loss without trying.', 'Loss of appetite.', 'Make an appointment with a doctor or other healthcare professional if you have any symptoms that worry you.']",0
B,Bedbugs,https://www.mayoclinic.org/diseases-conditions/bedbugs/symptoms-causes/syc-20370001,"['It can be difficult to tell bedbug bites from other types of insect bites. However, they are typically itchy, and they may appear clustered or lined up in rough rows.', 'It can be difficult to tell bedbug bites from other types of insect bites. However, they are typically itchy, and they may appear clustered or lined up in rough rows.', 'Symptoms of bedbug bites are similar to symptoms of other insect bites and rashes. Bedbug bites are usually:', 'Inflamed spots, often with a darker spot in the middle', 'Itchy', 'Arranged in a rough line or in a cluster', 'Located on the face, neck, arms and hands', 'Some people have no reaction to bedbug bites, while others experience an allergic reaction that can include severe itching, blisters or hives.', 'If you experience allergic reactions or severe skin reactions to bedbug bites, see your health care provider for professional treatment.', 'There is a problem with\n                                information submitted for this request. Review/update the\n                                information highlighted below and resubmit the form.']",0
B,Bedsores (pressure ulcers),https://www.mayoclinic.org/diseases-conditions/bed-sores/symptoms-causes/syc-20355893,"['Symptoms of bedsores are:', 'Changes in skin color or texture.', 'Swelling.', 'Pus-like draining.', 'An area of skin that feels cooler or warmer to the touch than other areas.', 'Sore areas.', 'Bedsores fall into one of several stages based on their depth, how serious they are and other features. The degree of skin and tissue damage ranges from inflamed, unbroken skin to a deep injury involving muscle and bone.', 'For people who use wheelchairs, bedsores often occur on skin over these areas:', 'Tailbone or buttocks.', 'Shoulder blades and spine.', 'Backs of arms and legs where they rest against a chair.', 'For people who need to stay in bed, bedsores may happen on the:', 'Back or sides of the head.', 'Shoulder blades.', 'Hip, lower back or tailbone.', 'Heels, ankles and skin behind the knees.', ""If you notice warning signs of a bedsore, change your position to ease pressure on the area. If the area doesn't improve in 24 to 48 hours, contact your healthcare professional."", 'Seek medical care right away if you notice signs of infection. These include fever, drainage from a sore or a sore that smells bad, as well as warmth or swelling around a sore.', 'There is a problem with\n                                information submitted for this request. Review/update the\n                                information highlighted below and resubmit the form.']",0
B,Bed-wetting,https://www.mayoclinic.org/diseases-conditions/bed-wetting/symptoms-causes/syc-20366685,"[""Most kids are fully toilet trained by age 5, but there's really no target date for having complete bladder control. Between the ages of 5 and 7, bed-wetting remains a problem for some children. After 7 years of age, a small number of children still wet the bed."", 'Most children outgrow bed-wetting on their own — but some need a little help. In other cases, bed-wetting may be a sign of an underlying condition that needs medical attention.', ""Talk to your child's doctor or other health care professional if:"", 'Your child still wets the bed after age 7.', 'Your child starts to wet the bed after a few months of being dry at night.', 'In addition to wetting the bed, your child has pain when passing urine, is often extra thirsty, has pink or red urine, has hard stools, or snores.', 'There is a problem with\n                                information submitted for this request. Review/update the\n                                information highlighted below and resubmit the form.']",0
B,Bee sting,https://www.mayoclinic.org/diseases-conditions/bee-stings/symptoms-causes/syc-20353869,"[""Bee sting symptoms can range from pain and swelling to a life-threatening allergic reaction. Having one type of reaction doesn't mean you'll always have the same reaction every time you're stung or that the next reaction will be more severe."", 'Mild reaction.Most of the time, bee sting symptoms are minor and include instant, sharp burning pain, a welt and swelling. In most people, the swelling and pain go away within a few hours.', 'Moderate reaction.Some people who get stung by a bee or other insect have a stronger reaction, with burning pain, a welt, itching, flushing and swelling that gets worse over the next day or two. The symptoms can last up to seven days.', 'Severe reaction.A severe reaction to a bee sting is potentially life-threatening and requires emergency treatment. This type of reaction is called anaphylaxis. A small percentage of people who are stung by a bee or other insect develop anaphylaxis. It usually happens 15 minutes to an hour after the sting. Symptoms include rash, itching, trouble breathing, swollen tongue, trouble swallowing and tightness in the chest.', 'Multiple bee stings.If you get stung more than a dozen times, you can have a bad reaction that makes you feel quite sick. Symptoms include those of a moderate reaction as well as nausea, vomiting, diarrhea, fever and lightheadedness.', 'Call 911 or seek immediate care for:', ""A severe reaction to a bee sting that suggests anaphylaxis, even if it's just one or two symptoms. If you were prescribed emergency epinephrine that you inject yourself (EpiPen, Auvi-Q, others), use it right away as your healthcare professional directed. Inject the epinephrine first, then call 911."", 'Multiple stings in children, older adults, and people who have heart or breathing problems.', 'Make an appointment to see a healthcare professional if:', ""Bee sting symptoms don't go away within three days."", ""You've had other symptoms of an allergic response to a bee sting."", 'There is a problem with\n                                information submitted for this request. Review/update the\n                                information highlighted below and resubmit the form.']",0
B,Behcet disease,https://www.mayoclinic.org/diseases-conditions/behcet-disease/symptoms-causes/syc-20351326,"['Behcet disease symptoms vary from person to person. Symptoms can come and go or become less serious over time. Symptoms depend on which parts of the body the condition affects.', 'Behcet disease most often affects the following:', 'Mouth.Painful mouth sores that look like canker sores are the most common sign of Behcet disease. They begin as raised, round sores in the mouth. They quickly turn into painful ulcers.The sores most often heal in 1 to 3 weeks. But they often come back.', 'Skin.Some people get sores that look like acne on their bodies. Others get raised and tender growths called nodules on their skin, mainly on the lower legs.', 'Genitals.Open sores can happen on the scrotum or the vulva. The sores are most often painful and can leave scars.', 'Eyes.Irritation and swelling, called inflammation, in the eye causes redness, pain and blurred vision. Called uveitis, this inflammation most often affects both eyes. In people with Behcet disease, these symptoms can come and go.', 'Joints.Joint swelling and pain often affect the knees in people with Behcet disease. The ankles, elbows or wrists also might be involved. Symptoms can last 1 to 3 weeks and go away on their own.', 'Blood vessels.Swelling, called inflammation, in veins and arteries can cause redness and pain. It can cause a blood clot, which leads to swelling in the arms or legs. Inflammation in the large arteries can lead to complications. These include bulges in the artery that can burst, called aneurysms, and narrowed or blocked blood vessels.', 'Digestive system.Several symptoms can affect the network of organs that digest food, called the digestive system. Symptoms may include belly pain, diarrhea and bleeding.', 'Brain.Swelling, called inflammation, in the brain and nervous system can cause headache, fever, confusion, poor balance or stroke.', 'Mouth.Painful mouth sores that look like canker sores are the most common sign of Behcet disease. They begin as raised, round sores in the mouth. They quickly turn into painful ulcers.', 'The sores most often heal in 1 to 3 weeks. But they often come back.', ""Make an appointment with your healthcare professional if you have symptoms that might be Behcet disease. If you've been diagnosed with the condition, see your health professional if you get new symptoms."", 'There is a problem with\n                                information submitted for this request. Review/update the\n                                information highlighted below and resubmit the form.']",1
B,Bell's palsy,https://www.mayoclinic.org/diseases-conditions/bells-palsy/symptoms-causes/syc-20370028,"['The nerve that controls facial muscles passes through a narrow corridor of bone on its way to the face. Facial weakness or paralysis may cause one corner of the mouth to droop, and the mouth may not be able to retain saliva on the paralyzed side of the face. The condition also may make it difficult to close the eye on the affected side of the face.', 'The nerve that controls facial muscles passes through a narrow corridor of bone on its way to the face. Facial weakness or paralysis may cause one corner of the mouth to droop, and the mouth may not be able to retain saliva on the paralyzed side of the face. The condition also may make it difficult to close the eye on the affected side of the face.', ""Symptoms of Bell's palsy come on suddenly and may include:"", 'Mild weakness to total paralysis on one side of the face — occurring within hours to days.', 'Facial droop and trouble making facial expressions, such as closing an eye or smiling.', 'Drooling.', 'Pain around the jaw or pain in or behind the ear on the affected side.', 'Increased sensitivity to sound on the affected side.', 'Headache.', 'Loss of taste.', 'Changes in the amount of tears and saliva produced.', ""Rarely, Bell's palsy can affect the nerves on both sides of the face."", ""Seek medical help right away if you experience any type of paralysis because you may be having a stroke. Bell's palsy is not caused by a stroke, but the symptoms of both conditions are similar."", 'If you have facial weakness or drooping, see your healthcare professional to find out the cause and the severity of the illness.', 'There is a problem with\n                                information submitted for this request. Review/update the\n                                information highlighted below and resubmit the form.']",1
B,Benign adrenal tumors,https://www.mayoclinic.org/diseases-conditions/benign-adrenal-tumors/symptoms-causes/syc-20356190,"[""Symptoms depend on whether the tumor makes hormones, what hormone it makes and how much it makes. But many benign adrenal gland tumors don't cause symptoms because they don't make hormones."", 'The most common type of benign adrenal tumor, called adenoma, comes from the adrenal cortex. This type of tumor might cause symptoms such as:', 'Weight gain.', 'Easy bruising.', 'High blood pressure, also called hypertension.', 'Diabetes.', 'Depressed mood.', 'Tiredness.', 'Muscle weakness or cramping.', 'A type of benign adrenal tumor from the medulla is called pheochromocytoma. It might cause the following symptoms:', 'High blood pressure, also called hypertension.', 'Fast heartbeat.', 'Sweating.', 'Tremors.', 'Headache.']",0
B,Benign paroxysmal positional vertigo (BPPV),https://www.mayoclinic.org/diseases-conditions/vertigo/symptoms-causes/syc-20370055,"['The signs and symptoms of benign paroxysmal positional vertigo (BPPV) may include:', 'Dizziness', 'A sense that you or your surroundings are spinning or moving (vertigo)', 'A loss of balance or unsteadiness', 'Nausea', 'Vomiting', 'The signs and symptoms ofBPPVcan come and go and commonly last less than one minute. Episodes ofBPPVcan disappear for some time and then recur.', 'Activities that bring about the signs and symptoms ofBPPVcan vary from person to person, but are almost always brought on by a change in head position. Some people also feel out of balance when standing or walking.', 'Abnormal rhythmic eye movements usually accompany the symptoms of benign paroxysmal positional vertigo.', 'Generally, see your doctor if you experience any recurrent, sudden, severe, or prolonged and unexplained dizziness or vertigo.', ""Although it's uncommon for dizziness to signal a serious illness, see your doctor immediately if you experience dizziness or vertigo along with any of the following:"", 'A new, different or severe headache', 'A fever', 'Double vision or loss of vision', 'Hearing loss', 'Trouble speaking', 'Leg or arm weakness', 'Loss of consciousness', 'Falling or difficulty walking', 'Numbness or tingling', 'The signs and symptoms listed above may signal a more serious problem.', 'There is a problem with\n                                information submitted for this request. Review/update the\n                                information highlighted below and resubmit the form.']",1
B,Benign peripheral nerve tumor,https://www.mayoclinic.org/diseases-conditions/peripheral-nerve-tumors-benign/symptoms-causes/syc-20368680,"['Symptoms depend on the location of the benign peripheral nerve tumor and the nerves and tissues it affects. Symptoms may include:', 'Swelling or a lump under your skin.', 'Pain, tingling or numbness.', 'Weakness or loss of function in the affected area.', 'Dizziness or loss of balance.', 'A benign peripheral nerve tumor can cause symptoms if it presses on the nerve in which it is growing. It also can press on nearby nerves, blood vessels or tissues.', 'As a tumor grows, it may be more likely to cause symptoms. But even small tumors can cause symptoms.']",1
B,Benign prostatic hyperplasia (BPH),https://www.mayoclinic.org/diseases-conditions/benign-prostatic-hyperplasia/symptoms-causes/syc-20370087,"['Common symptoms ofBPHinclude:', 'Frequent or urgent need to pee, also called urination.', 'Peeing more often at night.', 'Trouble starting to pee.', 'Weak urine stream, or a stream that stops and starts.', 'Dribbling at the end of urination.', 'Not being able to fully empty the bladder.', 'Less common symptoms include:', 'Urinary tract infection.', 'Not being able to pee.', 'Blood in the urine.', 'The symptoms ofBPHtend to slowly get worse. But sometimes they stay the same or even improve over time.', ""The size of the prostate doesn't always determine how serious the symptoms are. Some people with slightly enlarged prostates can have major symptoms. Others who have very enlarged prostates can have minor problems. And some people with enlarged prostates don't have any symptoms at all."", 'Some other health problems can lead to symptoms that are like those caused by enlarged prostate. These include:', 'Urinary tract infection.', 'Inflamed prostate.', 'Narrowing of the urethra, the tube that carries urine out of the body.', 'Scarring in the bladder neck due to past surgery.', 'Bladder or kidney stones.', 'Problems with nerves that control the bladder.', 'Cancer of the prostate or bladder.', 'Some medicines also may lead to symptoms that seem like those caused byBPH. These include:', 'Powerful pain-relieving medicines called opioids.', 'Cold and allergy medicines.', 'Older medicines for depression called tricyclic antidepressants.', ""Talk to your health care provider about your symptoms, even if they don't bother you. It's important to find out if there are any causes that could be treated. Without treatment, the risk of a dangerous blockage of the urinary tract can rise."", ""If you can't pass any urine, get medical help right away."", ""Our caring team of Mayo Clinic experts can help you with your health concerns. Visit Mayo Clinic Men's Health to\r\n        get started."", 'There is a problem with\n                                information submitted for this request. Review/update the\n                                information highlighted below and resubmit the form.']",0
B,Bicuspid aortic valve,https://www.mayoclinic.org/diseases-conditions/bicuspid-aortic-valve/cdc-20385577,[],0
B,Bile reflux,https://www.mayoclinic.org/diseases-conditions/bile-reflux/symptoms-causes/syc-20370115,"['Bile reflux can be difficult to distinguish from gastric acid reflux. The signs and symptoms are similar, and the two conditions may occur at the same time.', 'Bile reflux signs and symptoms include:', 'Upper abdominal pain that may be severe', 'Frequent heartburn — a burning sensation in your chest that sometimes spreads to your throat, along with a sour taste in your mouth', 'Nausea', 'Vomiting a greenish-yellow fluid (bile)', 'Occasionally, a cough or hoarseness', 'Unintended weight loss']",0
B,Binge-eating disorder,https://www.mayoclinic.org/diseases-conditions/binge-eating-disorder/symptoms-causes/syc-20353627,"['If you have binge-eating disorder, you may be overweight or obese, or you may be at a healthy weight. Most people with binge-eating disorder feel upset about their body size or shape no matter what the number on the scale is.', 'Symptoms of binge-eating disorder vary but can include:', ""Feeling that you don't have control over your eating behavior, for example, you can't stop once you start."", 'Often eating much larger than usual amounts of food in a specific amount of time, such as over a two-hour period.', ""Eating even when you're full or not hungry."", 'Eating very fast during eating binges.', ""Eating until you're uncomfortably full."", 'Often eating alone or in secret.', 'Feeling depressed, disgusted, ashamed, guilty or upset about your eating.', 'A person with bulimia nervosa, another eating disorder, may binge and then vomit, use laxatives or exercise excessively to get rid of extra calories. This is not the case with binge-eating disorder. If you have binge-eating disorder, you may try to diet or eat less food at mealtimes to compensate. But restricting your diet may simply lead to more binge eating.', 'How much eating binges affect your mood and ability to function in daily life gives an idea of how serious the condition is for you. Binge-eating disorder can vary over time. The condition may be short-lived, may go away and come back, or may continue for years if left untreated.', 'If you have any symptoms of binge-eating disorder, get medical help as soon as possible. Talk with your healthcare professional or a mental health professional about your symptoms and feelings.', ""If you're embarrassed by your eating and are worried about talking to your healthcare professional, start by talking with someone you trust about what you're going through. A friend, family member, teacher or faith leader can encourage and support you in taking the first steps to successful treatment of binge-eating disorder."", ""Talking with a professional with specialty training in eating disorders or reaching out to an organization specializing in eating disorders might be a good place to find support from someone who understands what you're going through."", 'Someone who has binge-eating disorder may become an expert at hiding behavior. This is usually because of feelings of shame and embarrassment about the symptoms. Hiding symptoms can make it hard for others to notice the problem. If you think a loved one may have symptoms of binge-eating disorder, have an open and honest talk about your concerns, but remember to approach the topic with sensitivity. Eating disorders are mental health conditions, and the behaviors are not the fault or choice of the person with this condition.', 'Give encouragement and support. Offer to help your loved one find a healthcare professional or mental health professional with experience in treating eating disorders. You may help make an appointment. You might even offer to go along.', 'There is a problem with\r\n                                information submitted for this request. Review/update the\r\n                                information highlighted below and resubmit the form.']",0
