Letter,Disease Name,URL,Symptoms
B,Bursitis,https://www.mayoclinic.org/diseases-conditions/bursitis/symptoms-causes/syc-20353242,Feel achy or stiff Hurt more when you move it or press on it Look swollen and red
C,C. difficile infection,https://www.mayoclinic.org/diseases-conditions/c-difficile/symptoms-causes/syc-20351691,Watery diarrhea three or more times a day for more than one day. Mild belly cramping and tenderness.
C,Calciphylaxis,https://www.mayoclinic.org/diseases-conditions/calciphylaxis/symptoms-causes/syc-20370559,"Large netlike patterns on the skin that may look purple-pink in color. Deep, painful lumps in the skin that can become ulcers. The ulcers often have a black-brown crust that doesn't heal on its own. Ulcers tend to appear in areas with high fat content, such as the stomach, thighs, buttocks and breasts. But they can form anywhere. Infections from ulcers that don't heal."
C,Cancer,https://www.mayoclinic.org/diseases-conditions/cancer/symptoms-causes/syc-20370588,"Fatigue Lump or area of thickening that can be felt under the skin Weight changes, including unintended loss or gain Skin changes, such as yellowing, darkening or redness of the skin, sores that won't heal, or changes to existing moles Changes in bowel or bladder habits Persistent cough or trouble breathing Difficulty swallowing Hoarseness Persistent indigestion or discomfort after eating Persistent, unexplained muscle or joint pain Persistent, unexplained fevers or night sweats Unexplained bleeding or bruising"
C,Canker sore,https://www.mayoclinic.org/diseases-conditions/canker-sore/symptoms-causes/syc-20370615,Are usually small Are oval shaped with a red edge Heal without scarring in one to two weeks
C,Carbon monoxide poisoning,https://www.mayoclinic.org/diseases-conditions/carbon-monoxide/symptoms-causes/syc-20370642,Headache. Weakness. Dizziness. Nausea or vomiting. Shortness of breath. Confusion. Blurred vision. Sleepiness. Loss of muscle control. Loss of consciousness.
C,Carcinoid syndrome,https://www.mayoclinic.org/diseases-conditions/carcinoid-syndrome/symptoms-causes/syc-20370666,"Skin flushing. The skin on your face and upper chest feels hot and changes color — ranging from pink to purple. Flushing episodes may last from a few minutes to a few hours or longer. Flushing may happen for no obvious reason, though sometimes it can be triggered by stress, exercise or drinking alcohol. Facial skin lesions. Purplish areas of spiderlike veins may appear on your nose and upper lip. Diarrhea. Frequent, watery stools sometimes accompanied by abdominal cramps may occur in people who have carcinoid syndrome. Difficulty breathing. Asthma-like signs and symptoms, such as wheezing and shortness of breath, may occur at the same time you experience skin flushing. Rapid heartbeat. Periods of a fast heart rate could be a sign of carcinoid syndrome."
C,Carcinoid tumors,https://www.mayoclinic.org/diseases-conditions/carcinoid-tumors/symptoms-causes/syc-20351039,"Chest pain Wheezing Shortness of breath Diarrhea Redness or a feeling of warmth in your face and neck (skin flushing) Weight gain, particularly around the midsection and upper back Pink or purple marks on the skin that look like stretch marks"
C,Carcinoma of unknown primary,https://www.mayoclinic.org/diseases-conditions/carcinoma-unknown-primary/symptoms-causes/syc-20370683,A cough that won't go away. Feeling very tired. Fever that doesn't have a clear cause. Losing weight without trying. Nausea and vomiting. Pain in one part of the body. Swelling of the belly. Swollen lymph nodes.
C,Cardiogenic shock,https://www.mayoclinic.org/diseases-conditions/cardiogenic-shock/symptoms-causes/syc-20366739,"Rapid breathing Severe shortness of breath Sudden, rapid heartbeat (tachycardia) Loss of consciousness Weak pulse Low blood pressure (hypotension) Sweating Pale skin Cold hands or feet Urinating less than normal or not at all"
C,Cardiomyopathy,https://www.mayoclinic.org/diseases-conditions/cardiomyopathy/symptoms-causes/syc-20370709,"Shortness of breath or trouble breathing with activity or even at rest. Chest pain, especially after physical activity or heavy meals. Heartbeats that feel rapid, pounding or fluttering. Swelling of the legs, ankles, feet, stomach area and neck veins. Bloating of the stomach area due to fluid buildup. Cough while lying down. Trouble lying flat to sleep. Fatigue, even after getting rest. Dizziness. Fainting."
C,Carotid artery disease,https://www.mayoclinic.org/diseases-conditions/carotid-artery-disease/symptoms-causes/syc-20360519,"Sudden numbness or weakness in the face or limbs, often on one side of the body. Sudden trouble speaking and understanding speech. Sudden trouble seeing in one or both eyes. Sudden dizziness or loss of balance. Sudden, severe headache with no known cause."
C,Carpal tunnel syndrome,https://www.mayoclinic.org/diseases-conditions/carpal-tunnel-syndrome/symptoms-causes/syc-20355603,"Tingling and numbness. Tingling and numbness may occur in the fingers or hand. Usually the thumb, index, middle and ring fingers are affected, but not the little finger. You might have a feeling like an electric shock in these fingers. These symptoms often occur while holding a steering wheel, phone or newspaper, or they may wake you from sleep. The sensation also can travel from the wrist up the arm. Many people ""shake out"" their hands to try to relieve their symptoms. The numb feeling may become constant over time. Weakness. People with carpal tunnel syndrome may experience weakness in the hand and drop objects. This may be due to numbness or to weakness of the thumb's pinching muscles, which also are controlled by the median nerve."
C,Castleman disease,https://www.mayoclinic.org/diseases-conditions/castleman-disease/symptoms-causes/syc-20543017,Fever. Weight loss that happens without trying. Fatigue. Night sweats. Swelling. Enlarged liver or spleen.
C,Cataracts,https://www.mayoclinic.org/diseases-conditions/cataracts/symptoms-causes/syc-20353790,"Clouded, blurred or dim vision. Trouble seeing at night. Sensitivity to light and glare. Need for brighter light for reading and other activities. Seeing ""halos"" around lights. Frequent changes in eyeglass or contact lens prescription. Fading or yellowing of colors. Double vision in one eye."
C,Cavernous malformations,https://www.mayoclinic.org/diseases-conditions/cavernous-malformations/symptoms-causes/syc-20360941,"Seizures. Bad headaches. Weakness in the arms or legs. Numbness. Trouble speaking. Poor memory and attention. Trouble balancing and walking. Vision changes, such as double vision."
C,Cavities and tooth decay,https://www.mayoclinic.org/diseases-conditions/cavities/symptoms-causes/syc-20352892,"Toothache and other pain. Tooth sensitivity. Mild to sharp pain when eating or drinking something sweet, hot or cold. Holes or pits in your teeth that you can see. Brown, black or white staining on any surface of a tooth. Pain when you bite down."
C,Celiac disease,https://www.mayoclinic.org/diseases-conditions/celiac-disease/symptoms-causes/syc-20352220,Diarrhea. Fatigue. Weight loss. Bloating and gas. Belly pain. Nausea and vomiting. Constipation.
C,Cellulite,https://www.mayoclinic.org/diseases-conditions/cellulite/symptoms-causes/syc-20354945,Anatomy of cellulite
C,Cellulitis,https://www.mayoclinic.org/diseases-conditions/cellulitis/symptoms-causes/syc-20370762,Swelling. Warmth. Pain. Fever. Chills. Spots on the skin. Blisters. Skin dimpling.
C,Central nervous system vascular malformations,https://www.mayoclinic.org/diseases-conditions/central-nervous-system-vascular-malformations/symptoms-causes/syc-20356113,
C,Central sleep apnea,https://www.mayoclinic.org/diseases-conditions/central-sleep-apnea/symptoms-causes/syc-20352109,"Pauses in breathing during sleep, also called apneas. Sudden awakenings with shortness of breath. Not being able to stay asleep, known as insomnia. Excessive daytime sleepiness, known as hypersomnia. Trouble focusing. Mood changes. Morning headaches. Snoring."
C,Cerebral palsy,https://www.mayoclinic.org/diseases-conditions/cerebral-palsy/symptoms-causes/syc-20353999,"Stiff muscles and exaggerated reflexes, known as spasticity. This is the most common movement condition related to cerebral palsy. Variations in muscle tone, such as being either too stiff or too floppy. Stiff muscles with regular reflexes, known as rigidity. Lack of balance and muscle coordination, known as ataxia. Jerky movements that can't be controlled, known as tremors. Slow, writhing movements. Favoring one side of the body, such as only reaching with one hand or dragging a leg while crawling. Trouble walking. People with cerebral palsy may walk on their toes or crouch down when they walk. They also may have a scissors-like walk with their knees crossing. Or they may have a wide gait or a walk that's not steady. Trouble with fine motor skills, such as buttoning clothes or picking up utensils."
C,Cervical cancer,https://www.mayoclinic.org/diseases-conditions/cervical-cancer/symptoms-causes/syc-20352501,"Vaginal bleeding after intercourse, between periods or after menopause. Menstrual bleeding that is heavier and lasts longer than usual. Watery, bloody vaginal discharge that may be heavy and have a foul odor. Pelvic pain or pain during intercourse."
C,Cervical dystonia,https://www.mayoclinic.org/diseases-conditions/cervical-dystonia/symptoms-causes/syc-20354123,Chin toward shoulder Ear toward shoulder Chin straight up Chin straight down
C,Cervical spondylosis,https://www.mayoclinic.org/diseases-conditions/cervical-spondylosis/symptoms-causes/syc-20370787,"Tingling, numbness and weakness in the arms, hands, legs or feet. Lack of coordination and difficulty walking. Loss of bladder or bowel control."
C,Cervicitis,https://www.mayoclinic.org/diseases-conditions/cervicitis/symptoms-causes/syc-20370814,"Large amounts of unusual vaginal discharge Frequent, painful urination Pain during sex Bleeding between menstrual periods Vaginal bleeding after sex, not associated with a menstrual period"
C,Chagas disease,https://www.mayoclinic.org/diseases-conditions/chagas-disease/symptoms-causes/syc-20356212,"Swelling at the infection site. Fever. Tiredness. Rash. Body aches. Eyelid swelling. Headache. Loss of appetite. Nausea, diarrhea or vomiting. Swollen glands. A larger liver or spleen."
C,Charcot-Marie-Tooth disease,https://www.mayoclinic.org/diseases-conditions/charcot-marie-tooth-disease/symptoms-causes/syc-20350517,"Weakness in your legs, ankles and feet Loss of muscle bulk in your legs and feet High foot arches Curled toes (hammertoes) Decreased ability to run Difficulty lifting your foot at the ankle (footdrop) Awkward or higher than normal step (gait) Frequent tripping or falling Decreased sensation or a loss of feeling in your legs and feet"
C,Chemo brain,https://www.mayoclinic.org/diseases-conditions/chemo-brain/symptoms-causes/syc-20351060,"Trouble recalling what you've said to others. Trouble recalling what you've seen, such as images or lists of words. Trouble recalling what's happened recently, called short-term memory issues."
C,Chest pain,https://www.mayoclinic.org/diseases-conditions/chest-pain/symptoms-causes/syc-20370838,"Pressure, tightness, pain, squeezing or aching in the chest. Pain that spreads to the shoulder, arm, back, neck, jaw, teeth or upper belly. Shortness of breath. Fatigue. Heartburn or indigestion. Cold sweats. Lightheadedness. Fast heartbeat. Nausea."
C,Chiari malformation,https://www.mayoclinic.org/diseases-conditions/chiari-malformation/symptoms-causes/syc-20354010,Type 1 Type 2
C,Chickenpox,https://www.mayoclinic.org/diseases-conditions/chickenpox/symptoms-causes/syc-20351282,Fever. Loss of appetite. Headache. Tiredness and a general feeling of being unwell.
C,Chilblains,https://www.mayoclinic.org/diseases-conditions/chilblains/symptoms-causes/syc-20351097,"Small, itchy areas on your skin, often on your feet or hands. Sores or blistering. Swelling. Pain or stinging. Changes in skin color."
C,Child abuse,https://www.mayoclinic.org/diseases-conditions/child-abuse/symptoms-causes/syc-20370864,"Withdrawal from friends or usual activities Changes in behavior — such as aggression, anger, hostility or hyperactivity — or changes in school performance Depression, anxiety or unusual fears, or a sudden loss of self-confidence Sleep problems and nightmares An apparent lack of supervision Frequent absences from school Rebellious or defiant behavior Self-harm or attempts at suicide"
C,Childhood apraxia of speech,https://www.mayoclinic.org/diseases-conditions/childhood-apraxia-of-speech/symptoms-causes/syc-20352045,"Babbling less or making fewer vocal sounds than is typical between the ages of 7 to 12 months. Speaking first words late, typically after ages 12 to 18 months old. Using a limited number of consonants and vowels. Often leaving out sounds when speaking. Using speech that is hard to understand."
C,Childhood asthma,https://www.mayoclinic.org/diseases-conditions/childhood-asthma/symptoms-causes/syc-20351507,A whistling or wheezing sound when breathing out. Shortness of breath. Chest congestion or tightness. Frequent coughing that worsens when your child: Has a viral infection. Is sleeping. Is exercising. Is in the cold air.
C,Childhood obesity,https://www.mayoclinic.org/diseases-conditions/childhood-obesity/symptoms-causes/syc-20354827,Headaches that don't go away for a long time. High blood pressure. Extreme thirst and frequent urination. Breathing that starts and stops many times during sleep. Poor growth compared with other children of the same sex and age.
C,Childhood schizophrenia,https://www.mayoclinic.org/diseases-conditions/childhood-schizophrenia/symptoms-causes/syc-20354483,Problems with thinking and reasoning Bizarre ideas or speech Confusing dreams or television for reality
C,Chlamydia trachomatis,https://www.mayoclinic.org/diseases-conditions/chlamydia/symptoms-causes/syc-20355349,Painful urination. Vaginal discharge. Discharge from the penis. Painful vaginal sex. Vaginal bleeding between periods and after sex. Testicular pain.
C,Cholangiocarcinoma (bile duct cancer),https://www.mayoclinic.org/diseases-conditions/cholangiocarcinoma/symptoms-causes/syc-20352408,"Yellowing of your skin and the whites of your eyes (jaundice) Intensely itchy skin White-colored stools Fatigue Abdominal pain on the right side, just below the ribs Losing weight without trying Fever Night sweats Dark urine"
C,Cholecystitis,https://www.mayoclinic.org/diseases-conditions/cholecystitis/symptoms-causes/syc-20364867,Severe pain in the upper right or center belly area. Pain that spreads to the right shoulder or back. Tenderness over the belly area when it's touched. Nausea. Vomiting. Fever.
C,Cholera,https://www.mayoclinic.org/diseases-conditions/cholera/symptoms-causes/syc-20355287,"Diarrhea. Cholera-related diarrhea comes on suddenly and can quickly cause dangerous fluid loss. Some adults make as much as a quart, or about 1 liter, of stool an hour. Diarrhea due to cholera often has a pale, milky appearance. It may look like water in which rice has been rinsed. And often, it smells fishy. Upset stomach and vomiting. Vomiting often happens in the early stages of cholera. It can last for hours. Dehydration. Dehydration can develop within hours after cholera symptoms start. It can range from mild to serious. A loss of 10% or more of body weight suggests serious dehydration."
C,Cholestasis of pregnancy,https://www.mayoclinic.org/diseases-conditions/cholestasis-of-pregnancy/symptoms-causes/syc-20363257,"Yellowing of the skin and whites of the eyes, called jaundice Nausea Loss of appetite Oily, foul-smelling stools"
C,Chondrosarcoma,https://www.mayoclinic.org/diseases-conditions/chondrosarcoma/symptoms-causes/syc-20354196,"Increasing pain A growing lump or area of swelling Weakness or bowel and bladder control problems, if the cancer presses on the spinal cord"
C,Chordoma,https://www.mayoclinic.org/diseases-conditions/chordoma/symptoms-causes/syc-20580258,"Headache. Neck pain. Vision trouble, including blurred or double vision or vision loss. Trouble with balance. Hearing loss. Facial paralysis. Muscle weakness. Trouble swallowing. Shortness of breath."
C,Choroid plexus carcinoma,https://www.mayoclinic.org/diseases-conditions/choroid-plexus-carcinoma/symptoms-causes/syc-20578760,
C,Chronic cough,https://www.mayoclinic.org/diseases-conditions/chronic-cough/symptoms-causes/syc-20351575,"A runny or stuffy nose. A feeling of liquid running down the back of your throat, also known as postnasal drip. Clearing your throat a lot. Sore throat. Hoarseness. Wheezing and shortness of breath. Heartburn or a sour taste in your mouth. In rare cases, coughing up blood."
C,Chronic daily headaches,https://www.mayoclinic.org/diseases-conditions/chronic-daily-headaches/symptoms-causes/syc-20370891,Chronic migraine Chronic tension-type headache New daily persistent headache Hemicrania continua
C,Chronic exertional compartment syndrome,https://www.mayoclinic.org/diseases-conditions/chronic-exertional-compartment-syndrome/symptoms-causes/syc-20350830,"Aching, burning or cramping pain in a compartment of the affected limb Tightness in the affected limb Numbness or tingling in the affected limb Weakness of the affected limb Foot drop, in severe cases, if legs are affected Occasionally, swelling or bulging as a result of a muscle hernia"
C,Chronic granulomatous disease,https://www.mayoclinic.org/diseases-conditions/chronic-granulomatous-disease/symptoms-causes/syc-20355817,"Fever. Chest pain when inhaling or exhaling. Swollen and sore lymph glands. An ongoing runny nose. Skin irritation that may include a rash, swelling or redness. Swelling and redness in the mouth. Trouble swallowing. Gastrointestinal problems that may include: Vomiting. Diarrhea. Stomach pain. Bloody stool. A painful pocket of pus near the anus, called an abscess."
C,Chronic hives,https://www.mayoclinic.org/diseases-conditions/chronic-hives/symptoms-causes/syc-20352719,"Batches of welts, called weals, that can arise anywhere on the body. Welts that might be red, purple or skin-colored, depending on your skin color. Welts that vary in size, change shape, and appear and fade repeatedly. Itchiness, also called pruritus, which can be intense. Painful swelling, called angioedema, around the eyes, cheeks or lips. Flares triggered by heat, exercise or stress. Symptoms that persist for more than six weeks and recur often and anytime, sometimes for months or years."
C,Chronic kidney disease,https://www.mayoclinic.org/diseases-conditions/chronic-kidney-disease/symptoms-causes/syc-20354521,"Nausea Vomiting Loss of appetite Fatigue and weakness Sleep problems Urinating more or less Decreased mental sharpness Muscle cramps Swelling of feet and ankles Dry, itchy skin High blood pressure (hypertension) that's difficult to control Shortness of breath, if fluid builds up in the lungs Chest pain, if fluid builds up around the lining of the heart"
C,Chronic lymphocytic leukemia,https://www.mayoclinic.org/diseases-conditions/chronic-lymphocytic-leukemia/symptoms-causes/syc-20352428,"Enlarged, but painless, lymph nodes Fatigue Fever Pain in the upper left portion of the abdomen, which may be caused by an enlarged spleen Night sweats Weight loss Frequent infections"
C,Chronic myelogenous leukemia,https://www.mayoclinic.org/diseases-conditions/chronic-myelogenous-leukemia/symptoms-causes/syc-20352417,Bone pain. Bleeding easily. Feeling full after eating a small amount of food. Fatigue. Fever. Weight loss without trying. Loss of appetite. Pain or fullness below the ribs on the left side. Excessive sweating during sleep. Blurry vision caused by bleeding in the back of the eye.
C,Chronic pelvic pain,https://www.mayoclinic.org/diseases-conditions/chronic-pelvic-pain/symptoms-causes/syc-20354368,Serious and steady. Pain that comes and goes. Dull aching. Sharp pains or cramping. Pressure or heaviness deep within the pelvis.
C,Chronic sinusitis,https://www.mayoclinic.org/diseases-conditions/chronic-sinusitis/symptoms-causes/syc-20351661,"Thick, discolored mucus from the nose, known as a runny nose. Mucus down the back of the throat, known as postnasal drip. Blocked or stuffy nose, known as congestion. This makes it hard to breathe through the nose. Pain, tenderness and swelling around the eyes, cheeks, nose or forehead. Reduced sense of smell and taste."
C,Chronic traumatic encephalopathy,https://www.mayoclinic.org/diseases-conditions/chronic-traumatic-encephalopathy/symptoms-causes/syc-20370921,"Trouble thinking. Memory loss. Problems with planning, organizing and carrying out tasks."
C,Churg-Strauss syndrome,https://www.mayoclinic.org/diseases-conditions/churg-strauss-syndrome/symptoms-causes/syc-20353760,"Loss of appetite and weight loss Joint and muscle pain Abdominal pain and gastrointestinal bleeding Weakness, fatigue or a general feeling of being unwell Rash or skin sores Pain, numbness, and tingling in your hands and feet"
C,Cirrhosis,https://www.mayoclinic.org/diseases-conditions/cirrhosis/symptoms-causes/syc-20351487,"Extreme tiredness. Easily bleeding or bruising. Loss of appetite. Nausea. Swelling in the legs, feet or ankles, called edema. Weight loss. Itchy skin. Yellow discoloration in the skin and eyes, called jaundice. Fluid buildup in the belly, called ascites (uh-SAHY-teez). Spiderlike blood vessels on the skin. Redness in the palms of the hands. Pale fingernails, especially the thumb and index finger. Clubbing of the fingers, in which the fingertips spread out and become rounder than usual. For women, absence of or loss of periods not related to menopause. For men, loss of sex drive, testicular shrinkage or breast enlargement, known as gynecomastia. Confusion, drowsiness or slurred speech."
C,Claudication,https://www.mayoclinic.org/diseases-conditions/claudication/symptoms-causes/syc-20370952,"Pain, ache, discomfort or fatigue in muscles every time those muscles are used Pain in the calves, thighs, buttocks, hips or feet Less often, pain in shoulders, biceps and forearms Pain that gets better soon after resting"
C,Cleft lip and cleft palate,https://www.mayoclinic.org/diseases-conditions/cleft-palate/symptoms-causes/syc-20370985,A split in the lip and palate that affects one or both sides of the face. A split in the lip that appears as only a small notch in the lip or extends from the lip through the upper gum and palate into the bottom of the nose. A split in the roof of the mouth that doesn't affect how the face looks.
C,Clubfoot,https://www.mayoclinic.org/diseases-conditions/clubfoot/symptoms-causes/syc-20350860,The top of the foot is usually pointed in and down. This raises the arch and turns the heel inward. The foot may be turned so severely that it looks like it is upside down. The foot or big toe may be slightly shorter than the other foot. The calf muscles in the leg with clubfoot are usually smaller.
C,Cluster headache,https://www.mayoclinic.org/diseases-conditions/cluster-headache/symptoms-causes/syc-20352080,"Extreme sharp or stabbing pain, usually in, behind or around one eye. The pain can spread to other areas of the face, head and neck. Pain on one side of the head in a single cluster. Pain can switch to the other side in another cluster. Restlessness. A lot of tears. Forehead or facial sweating."
C,Coarctation of the aorta,https://www.mayoclinic.org/diseases-conditions/coarctation-of-the-aorta/symptoms-causes/syc-20352529,Difficulty breathing. Difficulty feeding. Heavy sweating. Irritability. Changes in skin color.
C,Cold sore,https://www.mayoclinic.org/diseases-conditions/cold-sore/symptoms-causes/syc-20371017,"Tingling and itching. Many people feel itching, burning or tingling around the lips for a day or so before a small, hard, painful spot appears and blisters form. Blisters. Small fluid-filled blisters often form along the border of the lips. Sometimes they appear around the nose or cheeks or inside the mouth. Oozing and crusting. The small blisters may merge and then burst. This can leave shallow open sores that ooze and crust over."
C,Cold urticaria,https://www.mayoclinic.org/diseases-conditions/cold-urticaria/symptoms-causes/syc-20371046,"Temporary itchy welts, also called hives, on the area of skin exposed to cold. A response that worsens as the skin warms. Swelling of the hands while holding cold objects. Swelling of the lips from eating cold food or drinking cold beverages."
C,Colic,https://www.mayoclinic.org/diseases-conditions/colic/symptoms-causes/syc-20371074,"Intense crying that may seem more like screaming or an expression of pain Crying for no apparent reason, unlike crying to express hunger or the need for a diaper change Extreme fussiness even after crying has diminished Predictable timing, with episodes often occurring in the evening Facial discoloring, such as skin flushing or blushing Body tension, such as pulled up or stiffened legs, stiffened arms, clenched fists, arched back, or tense abdomen"
C,Colon cancer,https://www.mayoclinic.org/diseases-conditions/colon-cancer/symptoms-causes/syc-20353669,"A change in bowel habits, such as more frequent diarrhea or constipation. Rectal bleeding or blood in the stool. Ongoing discomfort in the belly area, such as cramps, gas or pain. A feeling that the bowel doesn't empty all the way during a bowel movement. Weakness or tiredness. Losing weight without trying."
C,Colon polyps,https://www.mayoclinic.org/diseases-conditions/colon-polyps/symptoms-causes/syc-20352875,"Change in bowel habits. Constipation or diarrhea that lasts longer than a week may mean the presence of a larger colon polyp or cancer. However, several other conditions also can cause changes in bowel habits. Change in stool color. Blood can show up as red streaks in the stool or make stool appear black. A change in color also may be caused by certain foods, medicines or dietary supplements. Iron deficiency anemia. Bleeding from polyps can happen slowly over time, without visible blood in the stool. Chronic bleeding may lead to iron deficiency anemia, which can cause tiredness and shortness of breath. Pain. A large colon polyp or cancer can block part of the bowel, leading to cramping and belly pain. Rectal bleeding. This can be a sign of colon polyps or cancer or other conditions, such as hemorrhoids or minor tears of the anus."
C,Color blindness,https://www.mayoclinic.org/diseases-conditions/color-blindness/symptoms-causes/syc-20354988,Different shades of red and green. Different shades of blue and yellow. Any colors.
C,Coma,https://www.mayoclinic.org/diseases-conditions/coma/symptoms-causes/syc-20371099,"Closed eyes. Depressed brainstem reflexes, such as pupils not responding to light. No responses of limbs except for reflex movements. No response to painful stimuli except for reflex movements. Irregular breathing."
C,Common cold,https://www.mayoclinic.org/diseases-conditions/common-cold/symptoms-causes/syc-20351605,Runny or stuffy nose. Sore or scratchy throat. Cough. Sneezing. Generally feeling unwell. Slight body aches or a mild headache. Low-grade fever.
C,Common cold in babies,https://www.mayoclinic.org/diseases-conditions/common-cold-in-babies/symptoms-causes/syc-20351651,A stuffy or runny nose. Mucus coming from the nose. It might be clear at first but then might thicken and turn yellow or green.
C,Common variable immunodeficiency,https://www.mayoclinic.org/diseases-conditions/common-variable-immunodeficiency/symptoms-causes/syc-20355821,
C,Common warts,https://www.mayoclinic.org/diseases-conditions/common-warts/symptoms-causes/syc-20371125,"Small, fleshy, grainy bumps on the fingers or hands. Feeling rough to the touch. A sprinkling of black dots, which are clotted blood vessels."
C,Complex regional pain syndrome,https://www.mayoclinic.org/diseases-conditions/crps-complex-regional-pain-syndrome/symptoms-causes/syc-20371151,"Continuous burning or throbbing pain, usually in the arm, leg, hand or foot Sensitivity to touch or cold Swelling of the painful area Changes in skin temperature — alternating between sweaty and cold Changes in skin color, ranging from white and blotchy to red or blue Changes in skin texture, which may become tender, thin or shiny in the affected area Changes in hair and nail growth Joint stiffness, swelling and damage Muscle spasms, tremors and weakness (atrophy) Decreased ability to move the affected body part"
C,Complicated grief,https://www.mayoclinic.org/diseases-conditions/complicated-grief/symptoms-causes/syc-20360374,"Intense sorrow, pain and rumination over the loss of your loved one Focus on little else but your loved one's death Extreme focus on reminders of the loved one or excessive avoidance of reminders Intense and persistent longing or pining for the deceased Problems accepting the death Numbness or detachment Bitterness about your loss Feeling that life holds no meaning or purpose Lack of trust in others Inability to enjoy life or think back on positive experiences with your loved one"
C,Compulsive gambling,https://www.mayoclinic.org/diseases-conditions/compulsive-gambling/symptoms-causes/syc-20355178,"Being preoccupied with gambling, such as constantly planning gambling activities and how to get more gambling money Needing to gamble with increasing amounts of money to get the same thrill Trying to control, cut back or stop gambling, without success Feeling restless or irritable when you try to cut down on gambling Gambling to escape problems or relieve feelings of helplessness, guilt, anxiety or depression Trying to get back lost money by gambling more (chasing losses) Lying to family members or others to hide the extent of your gambling Risking or losing important relationships, a job, or school or work opportunities because of gambling Asking others to bail you out of financial trouble because you gambled money away"
C,Compulsive sexual behavior,https://www.mayoclinic.org/diseases-conditions/compulsive-sexual-behavior/symptoms-causes/syc-20360434,"You have repeated and intense sexual fantasies, urges, and behaviors that take up a lot of your time and feel as if they're beyond your control. You feel driven or have frequent urges to do certain sexual behaviors, feel a release of the tension afterward, but also feel guilt or deep regret. You've tried without success to reduce or control your sexual fantasies, urges or behavior. You use compulsive sexual behavior as an escape from other problems, such as loneliness, depression, anxiety or stress. You continue to engage in sexual behaviors in spite of them causing serious problems. These could include the possibility of getting or giving someone else a sexually transmitted infection, the loss of important relationships, trouble at work, financial issues, or legal problems. You have trouble making and keeping healthy and stable relationships."
C,Concussion,https://www.mayoclinic.org/diseases-conditions/concussion/symptoms-causes/syc-20355594,Headache. Ringing in the ears. Nausea. Vomiting. Fatigue or drowsiness. Blurry vision.
C,Congenital adrenal hyperplasia,https://www.mayoclinic.org/diseases-conditions/congenital-adrenal-hyperplasia/symptoms-causes/syc-20355205,"Not enough cortisol. With classic CAH , the body doesn't make enough of the hormone cortisol. This can cause problems keeping blood pressure, blood sugar and energy at healthy levels. It also can cause problems during physical stress such as illness. Adrenal crisis. People with classic CAH can be seriously affected by a lack of cortisol, aldosterone or both. This is known as an adrenal crisis. It can be life-threatening. External genitals that don't look typical. In female infants, some parts of the genitals on the outside of the body may look different than usual. For instance, the clitoris may be enlarged and resemble a penis. The labia may be partly closed and look like a scrotum. The tube through which urine leaves the body and the vagina may be one opening instead of two separate openings. The uterus, fallopian tubes and ovaries often develop in a typical manner. Male infants with CAH often have genitals that look typical but sometimes are enlarged. Too much androgen. An excess of the male sex hormone androgen can lead to short height and early puberty for children. Pubic hair and other signs of puberty may appear at a very early age. Serious acne also may occur. Extra androgen hormones in females may lead to facial hair, more body hair than usual and a deeper voice. Altered growth. Children may grow fast. And their bones could be more developed than is typical for their age. Final height may be shorter than average. Fertility issues. These can include irregular menstrual periods or not having periods at all. Some women with classic CAH may have trouble becoming pregnant. Fertility issues sometimes can occur in men."
C,Congenital diaphragmatic hernia (CDH),https://www.mayoclinic.org/diseases-conditions/congenital-diaphragmatic-hernia/symptoms-causes/syc-20544249,"Severe trouble breathing due to small lungs that don't work well (pulmonary hypoplasia). A type of high blood pressure that affects the arteries in the lungs and the right side of the heart (pulmonary hypertension). Problems with development of the heart. Damage to the intestines, stomach, liver and other abdominal organs if they move through the hernia into the chest."
C,Congenital heart defects in children,https://www.mayoclinic.org/diseases-conditions/congenital-heart-defects-children/symptoms-causes/syc-20350074,"Pale gray or blue lips, tongue, or fingernails. Depending on the skin color, these changes may be harder or easier to see. Rapid breathing. Swelling in the legs, belly or areas around the eyes. Shortness of breath during feedings, leading to poor weight gain."
C,Congenital heart disease in adults,https://www.mayoclinic.org/diseases-conditions/adult-congenital-heart-disease/symptoms-causes/syc-20355456,"Irregular heartbeats, called arrhythmias. Blue or gray skin, lips and fingernails due to low oxygen levels. Depending on the skin color, these changes may be harder or easier to see. Shortness of breath. Feeling tired very quickly with activity. Swelling due to fluid collecting inside body tissues, called edema."
C,Congenital mitral valve anomalies,https://www.mayoclinic.org/diseases-conditions/congenital-mitral-valve-anomalies/cdc-20385802,
C,Congenital myasthenic syndromes,https://www.mayoclinic.org/diseases-conditions/congenital-myasthenic-syndrome/symptoms-causes/syc-20354754,
